"Código NCM";"Descrição NCM";"Unidade estatística"
"15153000";"Óleo de rícino e respectivas frações";"QUILOGRAMA LIQUIDO"
"15154010";"Óleo de tungue, em bruto";"QUILOGRAMA LIQUIDO"
"15154020";"Óleo de tungue, refinado";"QUILOGRAMA LIQUIDO"
"15154090";"Outros óleos de tungue";"QUILOGRAMA LIQUIDO"
"15155000";"Óleo de gergelim e respectivas frações";"QUILOGRAMA LIQUIDO"
"15156000";"Óleo de jojoba";"QUILOGRAMA LIQUIDO"
"15159000";"Outras gorduras e óleos, vegetais, fixos, mesmo refinados";"QUILOGRAMA LIQUIDO"
"15159010";"Óleo de jojoba e respectivas frações";"QUILOGRAMA LIQUIDO"
"15159021";"Óleo de tungue em bruto, não modificado químicamente";"QUILOGRAMA LIQUIDO"
"15159022";"Óleos de tungue, refinado, não modificado químicamente";"QUILOGRAMA LIQUIDO"
"15159090";"Outras gorduras e óleos vegetais, mesmo refinado";"QUILOGRAMA LIQUIDO"
"15161000";"Gorduras e óleos animais e respectivas frações";"QUILOGRAMA LIQUIDO"
"15162000";"Gorduras e óleos vegetais e respectivas frações";"QUILOGRAMA LIQUIDO"
"15171000";"Margarina, exceto a margarina líquida";"QUILOGRAMA LIQUIDO"
"15179000";"Misturas, preparações alimentícias de gorduras, óleos, animais, etc.";"QUILOGRAMA LIQUIDO"
"29333997";"Piritramida";"QUILOGRAMA LIQUIDO"
"29333998";"Propiram e seus sais";"QUILOGRAMA LIQUIDO"
"29333999";"Outros compostos heterocíclicos 1 ciclo piridina não condensado";"QUILOGRAMA LIQUIDO"
"29334011";"Ácido 2, 3-quinolinodicarboxílico";"QUILOGRAMA LIQUIDO"
"29334012";"Rosoxacina";"QUILOGRAMA LIQUIDO"
"29334013";"Imazaquin";"QUILOGRAMA LIQUIDO"
"29334019";"Outros derivados do ácido quinolinocarboxílico";"QUILOGRAMA LIQUIDO"
"29333924";"Cloridrato de cloperamida";"QUILOGRAMA LIQUIDO"
"29349952";"Tetramisol";"QUILOGRAMA LIQUIDO"
"29349953";"Levamisol e seus sais";"QUILOGRAMA LIQUIDO"
"29349954";"Tioconazol";"QUILOGRAMA LIQUIDO"
"29349959";"Outros compostos heterocíclicos com três heteroátomos de enxofre";"QUILOGRAMA LIQUIDO"
"29349961";"Cloridrato de tizanidina";"QUILOGRAMA LIQUIDO"
"29349969";"Outros compostos heterocíclicos com heteroátomo de enxofre";"QUILOGRAMA LIQUIDO"
"29349991";"Timolol";"QUILOGRAMA LIQUIDO"
"29349992";"Maleato ácido de timolol";"QUILOGRAMA LIQUIDO"
"29349993";"Lamivudina";"QUILOGRAMA LIQUIDO"
"29349999";"Outros compostos heterocíclicos";"QUILOGRAMA LIQUIDO"
"29350011";"Sulfadiazina e seu sal sódico";"QUILOGRAMA LIQUIDO"
"29350012";"Clortalidona";"QUILOGRAMA LIQUIDO"
"29350013";"Sulpirida";"QUILOGRAMA LIQUIDO"
"29350014";"Veraliprida";"QUILOGRAMA LIQUIDO"
"29350015";"Sulfametazina (4,6-dimetil-2-sulfanilamidopirimidina) e seu sal sódico";"QUILOGRAMA LIQUIDO"
"29350019";"Outras sulfonamidas com heterociclo(s) com heteroátomo de nitrogênio";"QUILOGRAMA LIQUIDO"
"29350021";"Furosemida";"QUILOGRAMA LIQUIDO"
"29350022";"Ftalilsulfatiazol";"QUILOGRAMA LIQUIDO"
"29350023";"Piroxicam";"QUILOGRAMA LIQUIDO"
"29350024";"Tenoxicam";"QUILOGRAMA LIQUIDO"
"29350025";"Sulfametoxazol";"QUILOGRAMA LIQUIDO"
"29350029";"Outras sulfonamidas com outro(s) heterociclo(s)";"QUILOGRAMA LIQUIDO"
"29350091";"Cloramina-B e cloramina-T";"QUILOGRAMA LIQUIDO"
"29350092";"Gliburida";"QUILOGRAMA LIQUIDO"
"29349061";"Cloridrato de tizanidina";"QUILOGRAMA LIQUIDO"
"29349062";"Brotizolam";"QUILOGRAMA LIQUIDO"
"29349069";"Outros compostos heterocíclicos com heteroátomo de enxofre incluindo nitrogênio";"QUILOGRAMA LIQUIDO"
"29349071";"Fenmetrazina (""phenmetrazine"") e seus sais";"QUILOGRAMA LIQUIDO"
"29349072";"Mesocarb (3(alfa-metilfenetil)-n-(fenilcarbamoil) etc.";"QUILOGRAMA LIQUIDO"
"29349073";"Estavudina";"QUILOGRAMA LIQUIDO"
"29349091";"Timolol";"QUILOGRAMA LIQUIDO"
"29349092";"Maleato ácido de timolol";"QUILOGRAMA LIQUIDO"
"29349093";"Lamivudina";"QUILOGRAMA LIQUIDO"
"29349099";"Outros compostos heterocíclicos";"QUILOGRAMA LIQUIDO"
"29349111";"Aminorex e seus sais";"QUILOGRAMA LIQUIDO"
"30039095";"Medicamento contendo propofol, busulfano, mitotano, exceto em doses";"QUILOGRAMA LIQUIDO"
"30039096";"Complexo de ferro dextrana";"QUILOGRAMA LIQUIDO"
"30039099";"Outros medicamentos contendo produtos misturados, para fins terapêuticos, etc";"QUILOGRAMA LIQUIDO"
"30041011";"Medicamento contendo ampicilina ou seus sais, em doses";"QUILOGRAMA LIQUIDO"
"30041012";"Medicamento contendo amoxicilina ou seus sais, em doses";"QUILOGRAMA LIQUIDO"
"30041013";"Medicamento contendo penicilina g benzatínica, em doses";"QUILOGRAMA LIQUIDO"
"30041014";"Medicamento contendo penicilina g potássica, em doses";"QUILOGRAMA LIQUIDO"
"29310041";"Acetato de trifenilestanho";"QUILOGRAMA LIQUIDO"
"29310042";"Tetraoctilestanho";"QUILOGRAMA LIQUIDO"
"29310043";"Ciexatim";"QUILOGRAMA LIQUIDO"
"29310044";"Hidróxido de trifenilestanho";"QUILOGRAMA LIQUIDO"
"29310045";"Óxido de fembutatin (óxido de ""fenbutatin"")";"QUILOGRAMA LIQUIDO"
"29310046";"Sais de dimetil-estanho, etc, do ácido carboxílico/tioglicol";"QUILOGRAMA LIQUIDO"
"29310049";"Outros compostos organo-metálicos do estanho";"QUILOGRAMA LIQUIDO"
"29310051";"Ácido metilarsínico e seus sais";"QUILOGRAMA LIQUIDO"
"29310052";"2-clorovinil-dicloroarsina";"QUILOGRAMA LIQUIDO"
"29310053";"Bis(2-clorovinil)cloroarsina";"QUILOGRAMA LIQUIDO"
"29310054";"Tris(2-clorovinil)arsina";"QUILOGRAMA LIQUIDO"
"29310059";"Outros compostos organo-arseniais";"QUILOGRAMA LIQUIDO"
"29310061";"Tricloreto de etilalumínio (sesquicloreto etilalumínico)";"QUILOGRAMA LIQUIDO"
"29310062";"Cloreto de dietilalumínio";"QUILOGRAMA LIQUIDO"
"29310069";"Outros compostos organo-alumínicos";"QUILOGRAMA LIQUIDO"
"29091100";"Éter dietílico (óxido de dietila)";"QUILOGRAMA LIQUIDO"
"29091910";"Éter metil-ter-butílico (MTBE)";"QUILOGRAMA LIQUIDO"
"29091990";"Outros éteres acíclicos e seus derivados halogenados, etc.";"QUILOGRAMA LIQUIDO"
"29092000";"Éteres ciclânicos, ciclênicos, cicloterpênicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados";"QUILOGRAMA LIQUIDO"
"29093011";"Anetol";"QUILOGRAMA LIQUIDO"
"29093012";"Éter difenílico (eter fenílico)";"QUILOGRAMA LIQUIDO"
"29093013";"Éter dibenzílico (eter benzílico)";"QUILOGRAMA LIQUIDO"
"29093014";"Éter feniletil-isoamílico";"QUILOGRAMA LIQUIDO"
"29093019";"Outros éteres aromáticos";"QUILOGRAMA LIQUIDO"
"29093021";"Oxifluorfeno";"QUILOGRAMA LIQUIDO"
"29093029";"Outros derivados halogenados, etc, dos éteres aromáticos";"QUILOGRAMA LIQUIDO"
"29094100";"2,2'-Oxidietanol (dietilenoglicol)";"QUILOGRAMA LIQUIDO"
"29094200";"Éteres monometílicos do etilenoglicol/dietilenoglicol";"QUILOGRAMA LIQUIDO"
"29094310";"Éteres monobutílicos do etilenoglicol";"QUILOGRAMA LIQUIDO"
"29094320";"Éteres monobutílicos do dietilenoglicol";"QUILOGRAMA LIQUIDO"
"29209017";"Fosfito de tris-(2, 4-di-ter-butilfenila)";"QUILOGRAMA LIQUIDO"
"29209019";"Outros fosfitos, exceto os de metila e de etila";"QUILOGRAMA LIQUIDO"
"29209021";"Endossulfan";"QUILOGRAMA LIQUIDO"
"29209022";"Propargite";"QUILOGRAMA LIQUIDO"
"29209029";"Outros sulfitos de ésteres de acidos inorgânicos";"QUILOGRAMA LIQUIDO"
"29209031";"Nitrato de propatila";"QUILOGRAMA LIQUIDO"
"29209032";"Nitroglicerina";"QUILOGRAMA LIQUIDO"
"29209033";"Tetranitrato de pentaeritritol (PETN, nitropenta, pentrita)";"QUILOGRAMA LIQUIDO"
"29209039";"Outros nitratos de ésteres de ácidos inorgânicos";"QUILOGRAMA LIQUIDO"
"29362939";"Outros derivados da vitamina h, não misturados";"QUILOGRAMA LIQUIDO"
"29362940";"Vitaminas k e seus derivados, não misturados";"QUILOGRAMA LIQUIDO"
"29362951";"Ácido nicotínico, não misturado";"QUILOGRAMA LIQUIDO"
"29362952";"Nicotinamida não misturada";"QUILOGRAMA LIQUIDO"
"29362953";"Nicotinato de sódio, não misturado";"QUILOGRAMA LIQUIDO"
"29362959";"Outros derivados do ácido nicotínico, não misturados";"QUILOGRAMA LIQUIDO"
"29362990";"Outras vitaminas e seus derivados, não misturados";"QUILOGRAMA LIQUIDO"
"29369000";"Provitaminas e vitaminas, misturadas";"QUILOGRAMA LIQUIDO"
"29371010";"Acth (corticotrofina)";"QUILOGRAMA LIQUIDO"
"30032059";"Medicamento contendo cefalosporinas/cefamicinas/etc, exceto em doses";"QUILOGRAMA LIQUIDO"
"30032061";"Medicamento contendo sulfato de gentamicina, exceto em doses";"QUILOGRAMA LIQUIDO"
"30032062";"Medicamento contendo daunorubicina, exceto em doses";"QUILOGRAMA LIQUIDO"
"30032063";"Medicamento contendo pirarubicina, exceto em doses";"QUILOGRAMA LIQUIDO"
"30032069";"Medicamento contendo aminoglicosídios/outros derivados, exceto em doses";"QUILOGRAMA LIQUIDO"
"30032071";"Medicamento contendo vancomicina, exceto em doses";"QUILOGRAMA LIQUIDO"
"30032072";"Medicamento contendo actinomicinas, exceto em doses";"QUILOGRAMA LIQUIDO"
"30032073";"Medicamento com ciclosporina a, exceto em doses";"QUILOGRAMA LIQUIDO"
"30032079";"Medicamento contendo polipeptídios/outros derivados, exceto em doses";"QUILOGRAMA LIQUIDO"
"30032091";"Medicamento contendo mitomicina, exceto em doses";"QUILOGRAMA LIQUIDO"
"30032092";"Medicamento contendo fumarato de tiamulina, exceto em doses";"QUILOGRAMA LIQUIDO"
"29349112";"Brotizolan e seus sais";"QUILOGRAMA LIQUIDO"
"29349121";"Clotiazepam";"QUILOGRAMA LIQUIDO"
"30029091";"Outras toxinas, culturas de microorganismos, para saúde animal";"QUILOGRAMA LIQUIDO"
"30029092";"Outras toxinas, culturas de microorganismos, para saúde humana";"QUILOGRAMA LIQUIDO"
"30029093";"Saxitoxina";"QUILOGRAMA LIQUIDO"
"30029094";"Ricina";"QUILOGRAMA LIQUIDO"
"30029099";"Outras toxinas, culturas de microorganismos, produtos semelhantes";"QUILOGRAMA LIQUIDO"
"30031011";"Medicamento contendo ampicilina ou seus sais, exceto em doses";"QUILOGRAMA LIQUIDO"
"29242190";"Outras ureínas, seus derivados e sais";"QUILOGRAMA LIQUIDO"
"29242200";"Ácido 2-acetamidobenzóico";"QUILOGRAMA LIQUIDO"
"30033918";"Medicamento contendo triptorelina/seus sais, exceto em doses";"QUILOGRAMA LIQUIDO"
"30033919";"Medicamento contendo leuprolida ou seu acetato, exceto em doses";"QUILOGRAMA LIQUIDO"
"30033921";"Medicamento contendo lh-rh (gonadorelina), exceto em doses";"QUILOGRAMA LIQUIDO"
"30033922";"Medicamento contendo oxitocina, exceto em doses";"QUILOGRAMA LIQUIDO"
"30033923";"Medicamento contendo sais de insulina, exceto em doses";"QUILOGRAMA LIQUIDO"
"30033924";"Medicamento contendo timosinas, exceto em doses";"QUILOGRAMA LIQUIDO"
"30033925";"Medicamento contendo octretida, exceto em doses";"QUILOGRAMA LIQUIDO"
"30033926";"Medicamento contendo goserelina ou seu acetato, exceto em doses";"QUILOGRAMA LIQUIDO"
"30033927";"Medicamento com nafarelina ou seu acetato, exceto em doses";"QUILOGRAMA LIQUIDO"
"30033929";"Medicamento contendo outros hormônios polipeptídicos, etc, exceto em doses";"QUILOGRAMA LIQUIDO"
"28419083";"Aluminato de bismuto";"QUILOGRAMA LIQUIDO"
"28419089";"Outros aluminatos";"QUILOGRAMA LIQUIDO"
"28419090";"Outros sais dos ácidos oxometálicos ou peroxometálicos";"QUILOGRAMA LIQUIDO"
"28421000";"Silicatos duplos ou complexos";"QUILOGRAMA LIQUIDO"
"28421010";"Zeólitas dos tipos utilizados como trocadores de íons para o tratamento de águas";"QUILOGRAMA LIQUIDO"
"28421090";"Silicatos duplos ou complexos, exceto zeolitas";"QUILOGRAMA LIQUIDO"
"28429000";"Outros sais dos ácidos ou peroxoácidos inorgânicos";"QUILOGRAMA LIQUIDO"
"28431000";"Metais preciosos no estado coloidal";"QUILOGRAMA LIQUIDO"
"28432100";"Nitrato de prata";"QUILOGRAMA LIQUIDO"
"28432910";"Vitelinato de prata";"QUILOGRAMA LIQUIDO"
"28432990";"Outros compostos de prata";"QUILOGRAMA LIQUIDO"
"28433010";"Sulfeto de ouro em dispersão de gelatina";"QUILOGRAMA LIQUIDO"
"28433090";"Outros compostos de ouro, exclusivamente auranofina, etc.";"QUILOGRAMA LIQUIDO"
"28439000";"Outros compostos/amálgamas, exclusivamente carboplatina, etc.";"QUILOGRAMA LIQUIDO"
"28439010";"Tricloreto de rutênio";"QUILOGRAMA LIQUIDO"
"28439011";"Dexormaplatina; enloplatina; iproplatina; lobaplatina; miboplatina; ormaplatina; sebriplatina e zeniplatina, apresentados como medicamento";"QUILOGRAMA LIQUIDO"
"28439019";"Dexormaplatina; enloplatina; iproplatina; lobaplatina; miboplatina; ormaplatina; sebriplatina e zeniplatina, apresentadas de outra forma";"QUILOGRAMA LIQUIDO"
"28439090";"Outros compostos inorgânicos/orgânicos, amálgamas, de metais preciosos";"QUILOGRAMA LIQUIDO"
"28052100";"Cálcio (metal alcalino terroso)";"QUILOGRAMA LIQUIDO"
"28052210";"Estrôncio (metal alcalino terroso)";"QUILOGRAMA LIQUIDO"
"28052220";"Bário (metal alcalino terroso)";"QUILOGRAMA LIQUIDO"
"28053010";"Liga de cério, com teor de ferro inferior ou igual a 5 %, em peso (Mischmetal)";"QUILOGRAMA LIQUIDO"
"28053090";"Outros metais de terras raras, escândio e ítrio";"QUILOGRAMA LIQUIDO"
"28054000";"Mercúrio";"QUILOGRAMA LIQUIDO"
"28061010";"Cloreto de hidrogênio (ácido clorídrico), em estado gasoso ou liquefeito";"QUILOGRAMA LIQUIDO"
"28061020";"Cloreto de hidrogênio (ácido clorídrico), em solução aquosa";"QUILOGRAMA LIQUIDO"
"28062000";"Ácido clorossulfúrico";"QUILOGRAMA LIQUIDO"
"28070010";"Ácido sulfúrico";"QUILOGRAMA LIQUIDO"
"28070020";"Ácido sulfúrico fumante (óleum)";"QUILOGRAMA LIQUIDO"
"28080010";"Ácido nítrico";"QUILOGRAMA LIQUIDO"
"28080020";"Ácidos sulfonítricos";"QUILOGRAMA LIQUIDO"
"28091000";"Pentóxido de difósforo";"QUILOGRAMA LIQUIDO"
"28092011";"Ácido fosfórico com teor de ferro inferior a 750 ppm";"QUILOGRAMA LIQUIDO"
"28092019";"Outros ácidos fosfóricos";"QUILOGRAMA LIQUIDO"
"28092020";"Ácido metafosfórico";"QUILOGRAMA LIQUIDO"
"28092030";"Ácido pirofosfórico";"QUILOGRAMA LIQUIDO"
"28092090";"Outros ácidos polifosfóricos";"QUILOGRAMA LIQUIDO"
"28100010";"Ácido ortobórico";"QUILOGRAMA LIQUIDO"
"28100090";"Óxidos de boro e outros ácidos bóricos";"QUILOGRAMA LIQUIDO"
"28520025";"Salicilato de mercúrio";"QUILOGRAMA LIQUIDO"
"28520029";"Outros compostos orgânicos de mercúrio";"QUILOGRAMA LIQUIDO"
"28521011";"Óxidos de mercúrio, inorgânicos";"QUILOGRAMA LIQUIDO"
"28521012";"Cloreto de mercúrio i (cloreto mercuroso)";"QUILOGRAMA LIQUIDO"
"28521013";"Cloreto de mercúrio  ii (cloreto mercúrico), para uso fotográfico";"QUILOGRAMA LIQUIDO"
"28521014";"Cloreto de mercúrio ii (cloreto mercúrico), em outro modo";"QUILOGRAMA LIQUIDO"
"28521019";"Outros compostos inorgânicos de mercúrio";"QUILOGRAMA LIQUIDO"
"28521021";"Acetato de mercúrio";"QUILOGRAMA LIQUIDO"
"28521022";"Timerosal";"QUILOGRAMA LIQUIDO"
"28521023";"Estearato de mercúrio";"QUILOGRAMA LIQUIDO"
"28521024";"Lactato de mercúrio";"QUILOGRAMA LIQUIDO"
"28521025";"Salicilato de mercúrio";"QUILOGRAMA LIQUIDO"
"28521029";"Outros compostos orgânicos de mercúrio";"QUILOGRAMA LIQUIDO"
"28529000";"Outros compostos de mercúrio";"QUILOGRAMA LIQUIDO"
"28530010";"Cianamida e seus derivados metálicos";"QUILOGRAMA LIQUIDO"
"28530020";"Sulfocloretos de fósforo";"QUILOGRAMA LIQUIDO"
"28530031";"Cloreto de cianogênio";"QUILOGRAMA LIQUIDO"
"28530039";"Outros cianogênios e seus halogenetos";"QUILOGRAMA LIQUIDO"
"85411022";"Diodos montados, próprios para montagem em superfície (SMD - Surface Mounted Device), de intensidade de corrente inferior ou igual a 3 A";"NUMERO (UNIDADE)"
"85411029";"Outros diodos montados para montagem em superfície (""smd"")";"NUMERO (UNIDADE)"
"85411091";"Outros diodos zener";"NUMERO (UNIDADE)"
"85411092";"Outros diodos de intensidade de corrente <= 3 a";"NUMERO (UNIDADE)"
"85411099";"Outros diodos, exceto fotodiodos e diodos emissores de luz";"NUMERO (UNIDADE)"
"87041000";"Dumpers para transporte de mercadoria, utilizado fora de rodovias";"NUMERO (UNIDADE)"
"87041010";"Dumpers para transporte de mercadoria >= 85 toneladas, utilizado fora de rodovias";"NUMERO (UNIDADE)"
"87041090";"Outros ""dumpers"" para transporte de mercadoria, utilizado fora de rodovias";"NUMERO (UNIDADE)"
"87042110";"Chassis com motor diesel e cabina, para carga <= 5 toneladas";"NUMERO (UNIDADE)"
"87042120";"Veículo automóvel com motor diesel, caixa basculante para carga <= 5 toneladas";"NUMERO (UNIDADE)"
"87042130";"Veículos automóveis frigoríficos, etc, com motor diesel, carga <= 5 toneladas";"NUMERO (UNIDADE)"
"87042190";"Outros veículos automóveis com motor diesel, para carga <= 5 toneladas";"NUMERO (UNIDADE)"
"87042210";"Chassis com motor diesel e cabina, 5 toneladas < carga <= 20 toneladas";"NUMERO (UNIDADE)"
"87042220";"Veículo automóvel com motor diesel, caixa basculante 5 toneladas < carga <= 20 toneladas";"NUMERO (UNIDADE)"
"87042230";"Veículos automóveis frigoríficos, etc, com motor diesel, 5 toneladas < carga <= 20 toneladas";"NUMERO (UNIDADE)"
"87042290";"Outros veículos automóveis com motor diesel, capacidade de carga entre 5 e 20 toneladas";"NUMERO (UNIDADE)"
"87042310";"Chassis com motor diesel e cabina, capacidade de carga > 20 toneladas";"NUMERO (UNIDADE)"
"87042320";"Veículos automóveis com motor diesel, caixa bascular, carga > 20 toneladas";"NUMERO (UNIDADE)"
"87042330";"Veículos automóveis frigoríficos com motor diesel, capacidade de carga maior que 20 toneladas";"NUMERO (UNIDADE)"
"87042390";"Outros veículos automóveis motor diesel, carga > 20 toneladas";"NUMERO (UNIDADE)"
"85272100";"Aparelhos receptores de radiodifusão que só funcionem com fonte externa de energia, do tipo utilizado em veículos automóveis, combinados com um aparelho de gravação ou reprodução de som";"NUMERO (UNIDADE)"
"85272110";"Aparelhos receptores de rádio com toca-fitas, para veículos automóveis";"NUMERO (UNIDADE)"
"85272190";"Outros aparelhos receptores radiodifusão com aparelhos de som, para veículos automóveis";"NUMERO (UNIDADE)"
"85272900";"Outros aparelhos receptores de radiodifusão, para veículos automóveis, etc";"NUMERO (UNIDADE)"
"85273110";"Outros aparelhos receptores radiodifusão com toca-fitas e gravador";"NUMERO (UNIDADE)"
"85273120";"Outros aparelhos receptores de radiodifusão, com toca-discos, fitas, gravador";"NUMERO (UNIDADE)"
"85273190";"Outros aparelhos receptores de radiodifusão com aparelho de gravação/reprodução do som";"NUMERO (UNIDADE)"
"85273200";"Aparelhos receptores de rádio com relógio, a eletricidade";"NUMERO (UNIDADE)"
"85273910";"Amplificador com sintonizador (receiver)";"NUMERO (UNIDADE)"
"85273990";"Outros aparelhos receptores de radiodifusão, etc.";"NUMERO (UNIDADE)"
"85279011";"Aparelhos receptores pessoais de radiomensagem em tela (""ecran"")";"NUMERO (UNIDADE)"
"85279019";"Outros aparelhos receptores pessoais de radiomensagens";"NUMERO (UNIDADE)"
"85279090";"Outros aparelhos receptores de radiotelefonia/radiotelegrafia/radiodifusão, etc.";"NUMERO (UNIDADE)"
"85279100";"Aparelhos receptores para radiodifusão, com aparelho de gravação ou reprodução do som";"NUMERO (UNIDADE)"
"85279110";"Outros aparelhos receptores de radiodifusão, combinado com toca-fitas e gravador";"NUMERO (UNIDADE)"
"85422128";"Outras memórias montadas, para montagem em superfície";"NUMERO (UNIDADE)"
"85422129";"Outros circuitos integrados monolíticos digitais montados";"NUMERO (UNIDADE)"
"85422191";"Outras memórias tipo RAM estáticas tempo <= 25 ns";"NUMERO (UNIDADE)"
"85422192";"Outros microprocessadores";"NUMERO (UNIDADE)"
"85422193";"Outros microcontroladores";"NUMERO (UNIDADE)"
"85422194";"Outros co-processadores";"NUMERO (UNIDADE)"
"85422195";"Outros circuitos integrados monolíticos digitais ""chipset""";"NUMERO (UNIDADE)"
"85422198";"Outras memórias";"NUMERO (UNIDADE)"
"85422199";"Outros circuitos integrados monolíticos digitais";"NUMERO (UNIDADE)"
"85422910";"Outros circuitos integrados monolíticos não montados";"NUMERO (UNIDADE)"
"85422921";"Outros circuitos integrados digitais-analógicos";"NUMERO (UNIDADE)"
"85422929";"Outros circuitos integrados monolíticos montados";"NUMERO (UNIDADE)"
"85423010";"Outros circuitos integrados monolíticos digitais não montados";"NUMERO (UNIDADE)"
"85423021";"Outros circuitos integrados monolíticos digitais-analógicos, montados";"NUMERO (UNIDADE)"
"85423029";"Outros circuitos integrados monolíticos montados";"NUMERO (UNIDADE)"
"85423110";"Processadores e controladores, mesmo combinados com memórias, conversores, circuitos lógicos, amplificadores, circuitos temporizadores e de sincronização, ou outros circuitos, não montados";"NUMERO (UNIDADE)"
"85423120";"Processadores e controladores, mesmo combinados com memórias, conversores, circuitos lógicos, amplificadores, circuitos temporizadores e de sincronização, ou outros circuitos, montados, próprios para montagem em superfície (SMD - Surface Mounted Device)";"NUMERO (UNIDADE)"
"85423190";"Outros circuitos integrados";"NUMERO (UNIDADE)"
"87089491";"Volantes de direção para veículos automóveis";"NUMERO (UNIDADE)"
"87089492";"Barras de direção para veículos automóveis";"NUMERO (UNIDADE)"
"87089493";"Caixas de direção para veículos automóveis";"NUMERO (UNIDADE)"
"87089510";"Bolsas infláveis de segurança com sistema de insuflação (airbags)";"NUMERO (UNIDADE)"
"87089521";"Bolsas infláveis para airbags";"NUMERO (UNIDADE)"
"94051099";"Lustres e aparelhos iluminadores elétricos, de outros materiais, para teto/parede";"QUILOGRAMA LIQUIDO"
"94052000";"Abajures de cabeceira, de escritório e lampadários de interior, elétricos";"QUILOGRAMA LIQUIDO"
"94053000";"Guirlandas elétricas dos tipos utilizados em árvores de Natal";"QUILOGRAMA LIQUIDO"
"94054010";"Outros aparelhos elétricos de iluminação, de metais comuns";"QUILOGRAMA LIQUIDO"
"94054090";"Outros aparelhos elétricos de iluminação, de outras matérias";"QUILOGRAMA LIQUIDO"
"94055000";"Aparelhos não elétricos de iluminação";"QUILOGRAMA LIQUIDO"
"94056000";"Anúncios, cartazes ou tabuletas, placas indicadoras luminosos, e artigos semelhantes";"QUILOGRAMA LIQUIDO"
"90281019";"Outros contadores de gás natural comprimido, eletrônicos";"NUMERO (UNIDADE)"
"90281090";"Outros contadores de gases";"NUMERO (UNIDADE)"
"90282010";"Contadores de líquidos, peso <= 50kg";"NUMERO (UNIDADE)"
"90282020";"Contadores de líquidos, peso > 50kg";"NUMERO (UNIDADE)"
"90283011";"Contadores monofásicos, para corrente elétrica alternada, digitais";"NUMERO (UNIDADE)"
"90283019";"Outros contadores monofásicos, para corrente elétrica alternada";"NUMERO (UNIDADE)"
"90283021";"Contadores bifásicos de eletricidade, digitais";"NUMERO (UNIDADE)"
"90283029";"Outros contadores bifásicos de eletricidade";"NUMERO (UNIDADE)"
"90283031";"Contadores trifásicos de eletricidade, digitais";"NUMERO (UNIDADE)"
